sequence,frame_prev,frame_curr,image_prev_path,image_curr_path,rotation_gt_x,rotation_gt_y,rotation_gt_z,rotation_pred_x,rotation_pred_y,rotation_pred_z,rotation_error_x,rotation_error_y,rotation_error_z,rotation_l2_error,rotation_squared_error,translation_gt_x,translation_gt_y,translation_gt_z,translation_pred_x,translation_pred_y,translation_pred_z,translation_error_x,translation_error_y,translation_error_z,translation_l2_error,translation_squared_error,translation_gate_0,translation_gate_1,translation_gate_2,translation_gate_entropy,translation_dominant_expert,translation_expert_0_x,translation_expert_0_y,translation_expert_0_z,translation_expert_1_x,translation_expert_1_y,translation_expert_1_z,translation_expert_2_x,translation_expert_2_y,translation_expert_2_z
10,1152,1153,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001152.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001153.png,0.0003719812084455043,-0.0002973302034661174,6.658660277025774e-05,-0.0003897932474501431,-7.826492219464853e-05,-0.000444344274001196,-0.0007617744849994779,0.00021906528854742646,-0.0005109308985993266,0.0009430484496988356,8.89340356025059e-07,-0.0008290237747132778,-0.0028951906133443117,0.04368550330400467,-0.00047473146696574986,-0.015473506413400173,1.2008028030395508,0.00035429230774752796,-0.012578316032886505,1.157117247581482,1.157185673713684,1.339078664779663,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1170,1171,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001170.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001171.png,7.990290032466874e-05,-0.00012979710299987346,5.7699799071997404e-05,-0.00036496337270364165,0.00048492781934328377,-0.00045971907093189657,-0.000444866280304268,0.0006147249368950725,-0.0005174188409000635,0.0009184307418763638,8.435150107288791e-07,-0.0006105478969402611,0.0031429878436028957,0.03896355256438255,-0.0018524894258007407,-0.02153347246348858,1.1878197193145752,-0.0012419414706528187,-0.024676460772752762,1.1488561630249023,1.1491217613220215,1.3204809427261353,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1151,1152,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001151.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001152.png,0.0003604420053306967,-0.000272382894763723,-0.00015684460231568664,-0.0003560841432772577,-5.96802965446841e-05,-0.0004692141665145755,-0.0007165261777117848,0.0002127025945810601,-0.0003123695496469736,0.0008100783452391624,6.562269163623569e-07,-0.0013013487914577127,-0.001227530650794506,0.047626979649066925,-0.0008176832925528288,-0.016298765316605568,1.1840342283248901,0.00048366549890488386,-0.015071234665811062,1.1364072561264038,1.136507272720337,1.2916487455368042,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1180,1181,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001180.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001181.png,0.0001605613942956552,-2.711809975153301e-05,0.00017669610679149628,-0.00035252494853921235,0.0050086830742657185,-0.0004387845110613853,-0.0005130863282829523,0.005035801324993372,-0.0006154805887490511,0.005099153611809015,2.6001369406003505e-05,-0.001773396274074912,-0.008876540698111057,0.08748887479305267,-0.0005321106291376054,-0.019332638010382652,1.205005168914795,0.0012412855867296457,-0.010456097312271595,1.117516279220581,1.1175658702850342,1.2489534616470337,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1153,1154,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001153.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001154.png,0.0004110044101253152,-0.00027463160222396255,0.000261480308836326,-0.0003613201843108982,-3.447967173997313e-05,-0.0004420809564180672,-0.0007723246235400438,0.00024015193048398942,-0.0007035612361505628,0.0010719872079789639,1.149156673818652e-06,-0.0008324009831994772,-0.0027636263985186815,0.038371648639440536,-0.0006420700228773057,-0.01590730808675289,1.132513165473938,0.00019033096032217145,-0.013143681921064854,1.0941414833068848,1.0942203998565674,1.1973183155059814,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1171,1172,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001171.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001172.png,-0.00022059980256017298,-4.500399882090278e-06,-6.705409759888425e-05,-0.00036501509021036327,-5.800815870316001e-06,-0.00043251129682175815,-0.0001444152876501903,-1.3004159882257227e-06,-0.0003654572064988315,0.00039295858005061746,1.5441644052316406e-07,-0.0006874285754747689,0.0028295638039708138,0.043189890682697296,-0.0017459961818531156,-0.02199219912290573,1.1200971603393555,-0.0010585675481706858,-0.02482176199555397,1.0769072771072388,1.0771938562393188,1.160346508026123,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1175,1176,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001175.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001176.png,1.7044900232576765e-05,-4.753579923999496e-05,-0.0003245188854634762,-0.0004081532242707908,-5.556666565098567e-06,-0.0004345093620941043,-0.00042519811540842056,4.197913222014904e-05,-0.00010999047663062811,0.00044119564699940383,1.9465358036541147e-07,-0.0023079782258719206,-0.001964649185538292,0.06101430952548981,-0.003153078490868211,-0.02197473682463169,1.1239837408065796,-0.0008451002649962902,-0.0200100876390934,1.062969446182251,1.0631581544876099,1.1303051710128784,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1179,1180,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001179.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001180.png,0.00020295010472182184,0.00018623020150698721,0.00042164899059571326,-0.00038019733619876206,0.0003881295560859144,-0.0004302964953240007,-0.0005831474554724991,0.00020189935457892716,-0.000851945485919714,0.0010519673814997077,1.1066354090871755e-06,-0.0015532885445281863,-0.006740151438862085,0.08178677409887314,-0.0006103859632275999,-0.018470516428351402,1.1415852308273315,0.0009429025813005865,-0.011730365455150604,1.0597984790802002,1.059863805770874,1.1233112812042236,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1169,1170,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001169.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001170.png,-0.00024318539362866431,4.406159860081971e-05,-0.00032151039340533316,-0.00035150101757608354,0.0012620865600183606,-0.0004687982436735183,-0.00010831562394741923,0.0012180249905213714,-0.00014728785026818514,0.0012316699139773846,1.5170109008977306e-06,-0.00015103130135685205,0.003049316816031933,0.034168291836977005,-0.0011100623523816466,-0.019999587908387184,1.0923488140106201,-0.0009590310510247946,-0.023048903793096542,1.058180570602417,1.0584319829940796,1.120278239250183,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1139,1140,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001139.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001140.png,0.00044185860315337777,-0.0002800936927087605,-0.0001822181948227808,-0.0003460586303845048,-3.773670323425904e-05,-0.0004079769132658839,-0.0007879172335378826,0.00024235699675045907,-0.00022575871844310313,0.0008547031902708113,7.305175131477881e-07,-0.005202861502766609,-0.0046764700673520565,0.10586641728878021,-0.003039184957742691,-0.02022371254861355,1.163264274597168,0.002163676545023918,-0.015547242015600204,1.0573978424072266,1.0575143098831177,1.11833655834198,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1143,1144,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001143.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001144.png,-3.30141992890276e-05,-0.0004076506884302944,0.0013351071393117309,-0.00036058342084288597,-2.1581252440228127e-05,-0.0004383726336527616,-0.000327569228829816,0.0003860694414470345,-0.001773479743860662,0.001844337792135775,3.4015815799648408e-06,0.002146981656551361,-0.0015524091431871057,0.08519070595502853,-0.0034970466513186693,-0.019766943529248238,1.119943618774414,-0.005644028075039387,-0.01821453496813774,1.0347529649734497,1.034928560256958,1.0710772275924683,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1173,1174,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001173.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001174.png,-0.00039509969064965844,6.275779742281884e-05,-0.00026115489890798926,-0.00039361094241030514,0.0026965332217514515,-0.0004464872763492167,1.4887482393532991e-06,0.0026337753515690565,-0.00018533237744122744,0.002640288323163986,6.9711227297375444e-06,-0.0029090563766658306,0.001462731510400772,0.05114065110683441,-0.0015749272424727678,-0.023413848131895065,1.0784889459609985,0.0013341291341930628,-0.024876579642295837,1.027348279953003,1.027650237083435,1.0560650825500488,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
