sequence,frame_prev,frame_curr,image_prev_path,image_curr_path,rotation_gt_x,rotation_gt_y,rotation_gt_z,rotation_pred_x,rotation_pred_y,rotation_pred_z,rotation_error_x,rotation_error_y,rotation_error_z,rotation_l2_error,rotation_squared_error,translation_gt_x,translation_gt_y,translation_gt_z,translation_pred_x,translation_pred_y,translation_pred_z,translation_error_x,translation_error_y,translation_error_z,translation_l2_error,translation_squared_error,translation_gate_0,translation_gate_1,translation_gate_2,translation_gate_entropy,translation_dominant_expert,translation_expert_0_x,translation_expert_0_y,translation_expert_0_z,translation_expert_1_x,translation_expert_1_y,translation_expert_1_z,translation_expert_2_x,translation_expert_2_y,translation_expert_2_z
10,1173,1174,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001173.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001174.png,-0.00039509969064965844,6.275779742281884e-05,-0.00026115489890798926,-0.0002295797021361068,0.0061151012778282166,-0.00037490433896891773,0.00016551998851355165,0.006052343640476465,-0.00011374944006092846,0.006055674981325865,3.66712010873016e-05,-0.0029090563766658306,0.001462731510400772,0.05114065110683441,-0.0013971722219139338,-0.016305042430758476,1.0958225727081299,0.0015118841547518969,-0.01776777394115925,1.0446819067001343,1.0448341369628906,1.091678261756897,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1174,1175,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001174.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001175.png,-2.7876199965248816e-05,-0.0001573446934344247,-0.00046369151095859706,-0.00026758419699035585,0.002066647866740823,-0.0003875085967592895,-0.00023970799520611763,0.0022239924874156713,7.618291419930756e-05,0.0022381702437996864,5.009406777389813e-06,-0.002812041202560067,-0.002610866678878665,0.05796221271157265,-0.0006078323349356651,-0.016547827050089836,1.078636884689331,0.002204208867624402,-0.013936960138380527,1.020674705505371,1.0207722187042236,1.041975975036621,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1153,1154,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001153.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001154.png,0.0004110044101253152,-0.00027463160222396255,0.000261480308836326,-0.00024064755416475236,0.0008079675026237965,-0.0003603886580094695,-0.000651651993393898,0.00108259916305542,-0.000621868995949626,0.0014083296991884708,1.9833923943224363e-06,-0.0008324009831994772,-0.0027636263985186815,0.038371648639440536,0.03617836534976959,-0.012661376968026161,1.0521514415740967,0.03701076656579971,-0.009897750802338123,1.0137797594070435,1.0145033597946167,1.0292171239852905,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1142,1143,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001142.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001143.png,0.00030038139084354043,-0.00048662981134839356,-0.00026140580303035676,-0.00022496265592053533,0.002205768832936883,-0.0003646131372079253,-0.0005253440467640758,0.002692398615181446,-0.00010320733417756855,0.002745113568380475,7.5356479101174045e-06,-0.0019083756487816572,-0.00093039870262146,0.09125394374132156,-0.0005882004043087363,-0.017012570053339005,1.0853689908981323,0.001320175244472921,-0.016082171350717545,0.9941150546073914,0.9942460060119629,0.9885250926017761,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1175,1176,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001175.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001176.png,1.7044900232576765e-05,-4.753579923999496e-05,-0.0003245188854634762,-0.0003110788238700479,0.0023801536299288273,-0.0003908699727617204,-0.0003281237150076777,0.0024276894982904196,-6.635108729824424e-05,0.0024506619665771723,6.005743671266828e-06,-0.0023079782258719206,-0.001964649185538292,0.06101430952548981,-0.0006889548967592418,-0.014844019897282124,1.054007887840271,0.0016190232709050179,-0.012879370711743832,0.9929935932159424,0.9930784702301025,0.9862048029899597,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1154,1155,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001154.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001155.png,0.00017137530085165054,-0.00016811859677545726,0.00023150199558585882,-0.00023227960627991706,-6.846990800113417e-06,-0.0004075475735589862,-0.0004036549071315676,0.00016127160051837564,-0.000639049569144845,0.000772871368099004,5.973301995254587e-07,-0.0012530209496617317,-0.004016610328108072,0.03572908043861389,0.12317653000354767,-0.01301251258701086,1.0192044973373413,0.12442955374717712,-0.0089959017932415,0.9834754467010498,0.9913564324378967,0.9827876091003418,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1158,1159,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001158.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001159.png,0.0001523691025795415,-0.00016346649499610066,-0.0002468469028826803,-0.0002839193039108068,-1.2740712918457575e-05,-0.00039925711462274194,-0.0004362884210422635,0.0001507257838966325,-0.00015241021174006164,0.0004861015477217734,2.3629472423181141e-07,-0.0026311567053198814,-0.001009270898066461,0.016934072598814964,0.017557591199874878,-0.014899058267474174,0.9973510503768921,0.020188748836517334,-0.013889787718653679,0.9804169535636902,0.9807231426239014,0.9618179202079773,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1182,1183,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001182.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001183.png,-0.0001790925016393885,-0.0001174057979369536,0.0003080751921515912,-0.00021737923088949174,0.0004203578282613307,-0.00040427380008623004,-3.8286729250103235e-05,0.0005377636407501996,-0.0007123489631339908,0.0008933625067584217,7.980966074683238e-07,-0.0008240714087150991,-0.007390435319393873,0.09519676864147186,-0.000617778452578932,-0.015224277973175049,1.0697274208068848,0.00020629295613616705,-0.007833842188119888,0.9745306372642517,0.9745621085166931,0.9497713446617126,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1141,1142,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001141.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/001142.png,0.000883259519468993,-0.0005223058979026973,-0.002073157113045454,-0.00019984724349342287,-2.4503237000317313e-05,-0.00038529548328369856,-0.0010831067338585854,0.0004978026845492423,0.0016878616297617555,0.002066350542008877,4.269804776413366e-06,-0.007588651496917009,-0.004037393722683191,0.09478352963924408,-0.0003892631793860346,-0.015122641809284687,1.0690892934799194,0.007199388463050127,-0.011085247620940208,0.9743057489395142,0.9743953943252563,0.9494463801383972,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,3,4,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/000003.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/10/image_2/000004.png,-0.002466074889525771,0.03348010405898094,6.0220299928914756e-05,-0.00044828804675489664,-4.059597267769277e-05,-0.00013493465667124838,0.0020177867263555527,-0.03352069854736328,-0.00019515494932420552,0.033581942319869995,0.0011277467710897326,0.03127605840563774,0.0008942981949076056,0.175964817404747,-0.0037761246785521507,-0.011080972850322723,1.1373435258865356,-0.035052184015512466,-0.011975270695984364,0.9613786935806274,0.9620919823646545,0.9256210327148438,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
